#Answer.URL,WEBSITE,Input.Input-URL,Answer.ADDRESS1,Answer.CITY,ANSWER.STATE_NAME,COUNTRY,Answer.ZIP,Answer.MAP_URL,Answer.PHONE,CHAIN,TYPE,OPEN_DATE,Answer.PHOTO_URL,RATING,LAST_VERIFIED,LAT,LNG,HOTELID
voco Times Square South,www.ihg.com,https://www.ihg.com/spnd/hotels/us/en/new-york/nycvm/hoteldetail,343 W 36th St,New York,NY,USA,10018,https://www.ihg.com/spnd/hotels/us/en/new-york/nycvm/hoteldetail,,IHG,BOUTIQUE,2021-11-01,https://i.travelapi.com/hotels/3000000/2040000/2039900/2039863/9b74f12b_b.jpg,0,2021-11-01,40.75441,-73.994148,270602
Element by Westin Atlanta Midtown,www.marriott.com,https://www.marriott.com/hotels/travel/atlle-element-atlanta-midtown/,640 2 Peachtree Street,Atlanta,GA,USA,30308,"https://www.google.com/maps/place/Element+Atlanta+Midtown/@33.7721517,-84.3850727,15z",,MARRIOTT,CHAIN,2021-11-01,https://cache.marriott.com/marriottassets/marriott/ATLLE/atlle-entrance-4723-hor-clsc.jpg?downsize=1440px:*,0,2021-11-01,33.753948,-84.390266,NULL
Courtyard by Marriott Atlanta Midtown,www.marriott.com,https://www.marriott.com/hotels/travel/atlyc-courtyard-atlanta-midtown/,640 2 Peachtree Street,Atlanta,GA,USA,30308,"https://www.google.com/maps/place/Element+Atlanta+Midtown/@33.7721517,-84.3850727,15z",,MARRIOTT,BUSINESS,2021-11-01,https://cache.marriott.com/marriottassets/marriott/ATLYC/atlyc-exterior-5388-hor-feat.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=1180px:*,0,2021-11-01,33.753948,-84.390266,NULL
W Nashville,www.marriott.com,https://www.marriott.com/hotels/travel/bnawn-w-nashville/,300 12th Ave S,Nashville,TN,USA,37203,"https://www.google.com/maps/place/W+Nashville/@36.1535396,-86.7853126,15z",,OTHER,BOUTIQUE,2021-10-06,https://www.nevistas.com/ul/4/2021/10/06/30.jpg,0,2021-11-01,36.153542,-86.785378,NULL
Marriott Owings Mills Metro Centre,www.marriott.com,https://www.marriott.com/hotels/travel/bwimo-marriott-owings-mills-metro-centre/,10101 Grand Central Av,Owings Mills,MD,USA,21117,https://www.marriott.com/hotels/maps/travel/bwimo-marriott-owings-mills-metro-centre/,,MARRIOTT,BOUTIQUE,2021-11-01,https://cache.marriott.com/marriottassets/marriott/BWIMO/bwimo-lobby-8138-hor-clsc.jpg?interpolation=progressive-bilinear&downsize=*:256px,0,2021-11-01,39.405735,-76.779808,NULL
Element Dallas Richardson,www.marriott.com,https://www.marriott.com/hotels/travel/daler-element-dallas-richardson/,2205 N Glenville Dr,Richardson,TX,USA,75082,https://www.marriott.com/hotels/maps/travel/daler-element-dallas-richardson/,,MARRIOTT,CHAIN,2021-10-15,https://cache.marriott.com/marriottassets/marriott/EL/el-exterior-0347-hor-clsc.jpg?interpolation=progressive-bilinear&downsize=*:256px,0,2021-11-01,32.980125,-96.707382,NULL
Walt Disney World Swan Reserve,www.marriott.com,https://www.marriott.com/hotels/travel/mcokc-walt-disney-world-swan-reserve/,1255 Epcot Resorts Blvd,Lake Buena Vista,FL,USA,32830,https://www.marriott.com/hotels/maps/travel/mcokc-walt-disney-world-swan-reserve/,,MARRIOTT,RESORT,2021-10-01,https://cache.marriott.com/marriottassets/marriott/MCOKC/mcokc-exterior-4365-hor-clsc.jpg?downsize=1440px:*,0,2021-11-01,28.364553,-81.561668,NULL
Delta Hotels by Marriott Santa Clara Silicon Valley,www.marriott.com,https://www.marriott.com/hotels/travel/sjcde-delta-hotels-santa-clara-silicon-valley/,2151 Laurelwood Rd,Santa Clara,CA,USA,95054,https://www.marriott.com/hotels/maps/travel/sjcde-delta-hotels-santa-clara-silicon-valley/,,MARRIOTT,BUSINESS,2021-09-01,https://i.travelapi.com/hotels/1000000/30000/27000/26948/0d6d0ce1_b.jpg,0,2021-11-01,37.383621,-121.961395,111537
Le M??‚?Û??ridien St. Louis Downtown,www.marriott.com,https://www.marriott.com/hotels/travel/stlmo-le-meridien-st-louis-downtown/,1019 Pine Street,St. Louis,MO,USA,63101,https://www.marriott.com/hotels/maps/travel/stlmo-le-meridien-st-louis-downtown/?maps,,MARRIOTT,BOUTIQUE,2021-12-15,https://i.travelapi.com/hotels/1000000/30000/25400/25385/26339253_b.jpg,0,2021-11-01,38.628773,-90.195564,143973
"Muir, Autograph Collection",www.marriott.com,https://www.marriott.com/hotels/travel/yhzak-muir-autograph-collection/,1709 Lower Water St,Halifax,NS,CANADA,B3J1S5,https://www.marriott.com/hotels/maps/travel/yhzak-muir-autograph-collection/,,MARRIOTT,BOUTIQUE,2021-12-01,https://cache.marriott.com/is/image/marriotts7prod/ak-yhzak-signature-double-queen-08406:Classic-Hor?downsize=1440px:*,0,2021-11-01,44.647964,-63.571453,NULL
Omni Boston Hotel,www.omnihotels.com,https://www.omnihotels.com/hotels/boston-seaport,450 Summer St,Boston,MA,USA,02210,"https://www.google.com/maps/place/450+Summer+St,+Boston,+MA+02210/@42.3459419,-71.0466077,15z/data=!4m5!3m4!1s0x89e37a83cb2c0f0b:0x10aea41bae42a23e!8m2!3d42.3472344!4d-71.0424449",,OTHER,BOUTIQUE,2021-09-01,https://www.omnihotels.com/-/media/images/hotels/bossea/photos/hotel/bossea-omni-boston-seaport-exterior-sunset.jpeg?la=en&mw=1536&hash=D20DA57D4161E35432B735C2204458DA94F593AE,0,2021-11-01,42.347176,-71.042908,NULL
Pendry Manhattan West,www.pendry.com,https://www.pendry.com/manhattan-west/,438 W 33rd St,New York,NY,USA,10001,"https://www.google.com/maps/place/Pendry+Manhattan+West/@40.7533914,-73.9985887,15z/data=!4m2!3m1!1s0x0:0x3cec85f8d6905bc3?sa=X&ved=2ahUKEwj5rbOVtLb0AhUbnGoFHeceARkQ_BJ6BAhIEAU",,OTHER,BUSINESS,2021-10-01,https://lh5.googleusercontent.com/p/AF1QipMlrDJoQQaXT61VCBEi9eNOyUDYUb3pOofNagDc=w325-h216-k-no,0,2021-11-01,40.753235,-73.998276,NULL
Selina Chicago,www.selina.com,https://www.selina.com/usa/chicago/,100 E Chestnut St,Chicago,IL,USA,60611,https://www.selina.com/usa/chicago/,,OTHER,BOUTIQUE,2021-11-01,https://i.travelapi.com/hotels/1000000/30000/23400/23325/03206980_b.jpg,0,2021-11-01,41.898479,-87.625618,133115
Royal Sonesta Minneapolis Downtown,www.sonesta.com,https://www.sonesta.com/us/minnesota/minneapolis/royal-sonesta-minneapolis-downtown,35 S 7th St,Minneapolis,MN,USA,55402,"https://www.google.com/maps/place/Royal+Sonesta+Minneapolis+Downtown/@44.9771094,-93.2735878,15z/data=!4m2!3m1!1s0x0:0x6ed53c1bdc86cff0?sa=X&ved=2ahUKEwia6JyAsrb0AhWbSTABHaUMBp8Q_BJ6BAhGEAU",,OTHER,BUSINESS,2021-10-01,https://i.travelapi.com/hotels/1000000/20000/16000/15998/ef109389_b.jpg,0,2021-11-01,44.977108,-93.273544,110872
The Beatrice,www.thebeatrice.com,https://www.thebeatrice.com/,90 Westminster St,Providence,RI,USA,02903,"https://www.google.com/maps/place/The+Beatrice/@41.8247461,-71.4101726,15z/data=!4m8!3m7!1s0x0:0x2359615e2c4bfb51!5m2!4m1!1i2!8m2!3d41.8247461!4d-71.4101726",,OTHER,BOUTIQUE,2021-11-01,https://www.nevistas.com/ul/4/2021/10/12/10.jpg,0,2021-11-01,41.824795,-71.410278,NULL
"The Hythe, A Luxury Collection Resort",www.thehythevail.com,https://www.thehythevail.com/,715 W Lionshead Cir,Vail,CO,USA,81657,https://www.thehythevail.com/,,OTHER,RESORT,2021-11-01,https://i.travelapi.com/hotels/1000000/20000/15100/15040/c4e045b1_b.jpg,0,2021-11-01,39.64286,-106.391548,208300
The Loutrel,www.theloutrel.com,https://www.theloutrel.com/,61 State St,Charleston,SC,USA,29401,https://www.theloutrel.com/,,OTHER,BOUTIQUE,2021-11-01,https://2486634c787a971a3554-d983ce57e4c84901daded0f67d5a004f.ssl.cf1.rackcdn.com/the-loutrel/media/loutrel-gallery-01-60de0aeb05b9a.jpg,0,2021-11-01,32.780258,-79.92852,NULL
The Neighborhood Hotel Grand Beach,www.theneighborhoodhotel.com,https://www.theneighborhoodhotel.com/pages/grand-beach,2616 N Clark St,Chicago,IL,USA,60614,"https://www.google.com/maps/place/The+Neighborhood+Hotel%C2%AE/@41.9299708,-87.643861,15z/data=!4m2!3m1!1s0x0:0xa75b723f787691a7?sa=X&ved=2ahUKEwiZ3Nrlu7b0AhVDkmoFHUjVDt8Q_BJ6BAhFEAU",,OTHER,BOUTIQUE,2021-11-01,https://dr-design-media.s3.amazonaws.com/tnh-v2/img/history/fireplace.jpg,0,2021-11-01,41.92997,-87.64386,NULL
Stavrand Russian River Valley,www.thestavrand.com,https://www.thestavrand.com/,13555 CA-116,Guerneville,CA,USA,95446,https://www.thestavrand.com/,,OTHER,BOUTIQUE,2021-11-01,https://i.travelapi.com/hotels/7000000/6990000/6986500/6986424/1d1bb76a_b.jpg,0,2021-11-01,38.499542,-122.988899,393562
The Study at University of Chicago,www.thestudyatuniversityofchicago.com,https://www.thestudyatuniversityofchicago.com/,1227 E 60th St,Chicago,IL,USA,60637,https://www.thestudyatuniversityofchicago.com/,,OTHER,BOUTIQUE,2021-11-01,https://image-tc.galaxy.tf/wijpeg-ady9qm70k7x5ws5wb03mpzimi/file.jpg?width=1920,0,2021-11-01,41.785831,-87.595207,NULL
AC Hotel Austin Hill Country,www.marriott.com,https://www.marriott.com/en-us/hotels/ausat-ac-hotel-austin-hill-country/overview/,7415 Southwest Parkway,Austin,TX,USA,78735,https://www.google.com/maps/search/?api=1&query=AC+Hotel+Austin+Hill+Country,,MARRIOTT,CHAIN,2022-02-01,https://s7d1.scene7.com/is/image/marriotts7prod/ar-ausat-exterior-02614:Pano-Hor?wid=2280&fit=constrain,0,2022-03-12,30.256556,-97.870461,NULL
AC Hotel Bethesda Downtown,www.marriott.com,https://www.marriott.com/en-us/hotels/wasba-ac-hotel-bethesda-downtown/overview/,4646 Montgomery Avenue,Bethesda,MD,USA,20814,https://www.google.com/maps/search/?api=1&query=AC+Hotel+Bethesda+Downtown,,MARRIOTT,BOUTIQUE,2022-04-15,https://cache.marriott.com/content/dam/marriott-renditions/WASBA/wasba-exterior-6330-hor-pano.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=2280px:*,0,2022-03-12,38.98365,-77.092957,NULL
AC Hotel by Marriott Portland Beaverton,www.marriott.com,https://www.marriott.com/hotels/travel/pdxab-ac-hotel-portland-beaverton/,15705 NW Blueridge Dr,Beaverton,OR,USA,97006,https://www.marriott.com/hotels/maps/travel/pdxab-ac-hotel-portland-beaverton/,,MARRIOTT,BOUTIQUE,2022-01-15,https://cache.marriott.com/is/image/marriotts7prod/ar-pdxab-exterior-26402:Feature-Hor?output-quality=70&interpolation=progressive-bilinear&downsize=1180px:*,0,2022-03-12,45.52589,-122.83873,NULL
AC Hotel Charlotte Ballantyne,www.marriott.com,https://www.marriott.com/hotels/travel/cltae-ac-hotel-charlotte-ballantyne/,14819 Ballantyne Village Way,Charlotte,NC,USA,28277,https://www.google.com/maps/search/?api=1&query=AC+Hotel+Charlotte+Ballantyne,,MARRIOTT,BOUTIQUE,2022-01-20,https://cache.marriott.com/content/dam/marriott-renditions/CLTAE/cltae-entrance-patio-9582-hor-clsc.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=1215px:*,0,2022-03-12,35.05368,-80.852562,NULL
AC Hotel Fort Lauderdale Airport,www.marriott.com,https://www.marriott.com/en-us/hotels/fllac-ac-hotel-fort-lauderdale-airport/overview/,154 N Compass Way,Dania Beach,FL,USA,33004,https://www.google.com/maps/search/?api=1&query=AC+Hotel+Fort+Lauderdale+Airport,,MARRIOTT,BOUTIQUE,2022-01-01,https://cache.marriott.com/content/dam/marriott-hws/global/mi-photo-coming-soon-hor-clsc.jpg?output-quality=70,0,2022-03-12,26.053459,-80.157639,NULL
AC Hotel Fort Lauderdale Beach,www.marriott.com,https://www.marriott.com/en-us/hotels/fllaw-ac-hotel-fort-lauderdale-beach/overview/,3029 Alhambra Street,Fort Lauderdale,FL,USA,33304,https://www.google.com/maps/search/?api=1&query=AC+Hotel+Fort+Lauderdale+Beach,,MARRIOTT,BOUTIQUE,2022-02-15,https://cache.marriott.com/content/dam/marriott-hws/global/mi-photo-coming-soon-hor-clsc.jpg?output-quality=70,0,2022-03-12,26.12528,-80.104424,NULL
AC Hotel Jackson Ridgeland,www.marriott.com,https://www.marriott.com/en-us/hotels/janac-ac-hotel-jackson-ridgeland/overview/,221 Township Avenue,Ridgeland,MS,USA,39157,https://www.google.com/maps/search/?api=1&query=AC+Hotel+Jackson+Ridgeland,,MARRIOTT,CHAIN,2022-02-01,https://cache.marriott.com/content/dam/marriott-renditions/JANAC/janac-exterior-0672-hor-pano.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=2280px:*,0,2022-03-12,32.443176,-90.152428,NULL
AC Hotel Miami Brickell,www.marriott.com,https://www.marriott.com/hotels/travel/miaab-ac-hotel-miami-brickell/,115 SW 8th St,Miami,FL,USA,33130,https://www.marriott.com/hotels/maps/travel/miaab-ac-hotel-miami-brickell/,,MARRIOTT,BOUTIQUE,2021-12-15,https://cache.marriott.com/marriottassets/marriott/MIAAB/miaab-exterior-4882-hor-clsc.jpg?downsize=1440px:*,0,2022-03-12,25.766851,-80.196114,NULL
AC Hotel Nashville Brentwood,www.marriott.com,https://www.marriott.com/hotels/travel/bnaab-ac-hotel-nashville-brentwood/,5007 Maryland Way,Brentwood,TN,USA,37027,https://www.marriott.com/hotels/maps/travel/bnaab-ac-hotel-nashville-brentwood/,,MARRIOTT,BOUTIQUE,2022-01-01,https://cache.marriott.com/marriottassets/marriott/AR/ar-main-0001-hor-feat.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=1180px:*,0,2022-03-12,36.034248,-86.792534,NULL
AC Hotel Portland Beaverton,www.marriott.com,https://www.marriott.com/hotels/travel/pdxab-ac-hotel-portland-beaverton/,15705 NW Blueridge Dr,Beaverton,OR,USA,97006,https://www.marriott.com/hotels/maps/travel/pdxab-ac-hotel-portland-beaverton/,,MARRIOTT,BOUTIQUE,2021-12-01,https://cache.marriott.com/is/image/marriotts7prod/ar-pdxab-exterior-26402:Feature-Hor?output-quality=70&interpolation=progressive-bilinear&downsize=1180px:*,0,2022-03-12,45.52589,-122.83873,NULL
AC Hotel Raleigh Downtown,www.marriott.com,https://www.marriott.com/en-us/hotels/rduad-ac-hotel-raleigh-downtown/overview/,9 Glenwood Avenue,Raleigh,NC,USA,27603,https://www.google.com/maps/search/?api=1&query=AC+Hotel+Raleigh+Downtown,,MARRIOTT,BOUTIQUE,2022-01-02,https://cache.marriott.com/content/dam/marriott-renditions/RDUAD/rduad-willward-bar-4569-hor-pano.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=2280px:*,0,2022-03-12,35.781277,-78.647789,NULL
AC Hotel St. Louis Central West End,www.marriott.com,https://www.marriott.com/hotels/travel/stlaw-ac-hotel-st-louis-central-west-end/,215 York Avenue,St Louis,MO,USA,63108,https://www.marriott.com/hotels/maps/travel/stlaw-ac-hotel-st-louis-central-west-end/,,MARRIOTT,BUSINESS,2022-01-01,https://cache.marriott.com/marriottassets/marriott/STLAW/stlaw-front-desk-3259-hor-feat.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=1180px:*,0,2022-03-12,38.644131,-90.262772,NULL
AC Hotel St. Louis Chesterfield,www.marriott.com,https://www.marriott.com/hotels/travel/stlca-ac-hotel-st-louis-chesterfield/,16461 Wild Horse Creek Road,Chesterfield,MO,USA,63017,https://www.marriott.com/hotels/maps/travel/stlca-ac-hotel-st-louis-chesterfield/,,MARRIOTT,BOUTIQUE,2022-02-01,https://cache.marriott.com/marriottassets/marriott/AR/ar-main-0001-hor-feat.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=1180px:*,0,2022-03-12,38.660858,-90.570091,NULL
AC Hotel Washington DC Capitol Hill Navy Yard,www.marriott.com,https://www.marriott.com/hotels/travel/wasao-ac-hotel-washington-dc-capitol-hill-navy-yard/,867 New Jersey Avenue SE,Washington,DC,USA,20003,https://www.marriott.com/hotels/maps/travel/wasao-ac-hotel-washington-dc-capitol-hill-navy-yard/,,MARRIOTT,BUSINESS,2022-02-01,https://cache.marriott.com/marriottassets/marriott/WASAO/wasao-lobby-seating-5026-hor-feat.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=1180px:*,0,2022-03-12,38.879944,-77.006088,NULL
Aloft Dallas DFW Airport Grapevine,www.marriott.com,https://www.marriott.com/hotels/travel/dalav-aloft-dallas-dfw-airport-grapevine/,1155 Northpoint Dr,Coppell,TX,USA,75019,https://www.marriott.com/hotels/maps/travel/dalav-aloft-dallas-dfw-airport-grapevine/,,MARRIOTT,BUSINESS,2022-02-01,https://cache.marriott.com/marriottassets/marriott/AL/al-main-001-hor-feat.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=1180px:*,0,2022-03-12,32.966656,-97.030312,NULL
Aloft Fort Worth Trophy Club,www.marriott.com,https://www.marriott.com/en-us/hotels/dfwtp-aloft-fort-worth-trophy-club/overview/,96 Trophy Club Drive,Trophy Club,TX,USA,76262,https://www.google.com/maps/search/?api=1&query=Aloft+Fort+Worth+Trophy+Club,,MARRIOTT,BOUTIQUE,2022-02-01,https://cache.marriott.com/content/dam/marriott-renditions/AL/al-main-001-hor-feat.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=2280px:*,0,2022-03-12,32.993164,-97.188568,NULL
Aloft Oklahoma City Quail Springs,www.marriott.com,https://www.marriott.com/hotels/travel/okcaq-aloft-oklahoma-city-quail-springs/,13111 Highland Park Boulevard,Oklahoma City,OK,USA,73120,https://www.marriott.com/hotels/maps/travel/okcaq-aloft-oklahoma-city-quail-springs/,,MARRIOTT,BOUTIQUE,2022-01-01,https://cache.marriott.com/marriottassets/marriott/OKCAQ/okcaq-exterior-1528-hor-feat.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=1180px:*,0,2022-03-12,35.602383,-97.556839,NULL
Aloft Providence Downtown,www.marriott.com,https://www.marriott.com/en-us/hotels/pvdal-aloft-providence-downtown/overview/,191 Dorrance Street,Providence,RI,USA,02903,https://www.google.com/maps/search/?api=1&query=Aloft+Providence+Downtown,,MARRIOTT,BOUTIQUE,2022-01-01,https://cache.marriott.com/content/dam/marriott-renditions/AL/al-main-001-hor-feat.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=2280px:*,0,2022-03-12,41.821327,-71.408752,NULL
Aloft Savannah Airport,www.marriott.com,https://www.marriott.com/en-us/hotels/savat-aloft-savannah-airport/overview/,1423 Benton Boulevard,Pooler,GA,USA,31322,https://www.google.com/maps/search/?api=1&query=Aloft+Savannah+Airport,,MARRIOTT,CHAIN,2022-04-15,https://cache.marriott.com/content/dam/marriott-renditions/AL/al-main-001-hor-clsc.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=2280px:*,0,2022-03-12,32.145489,-81.247917,NULL
Aloft Wilmington at Coastline Center,www.marriott.com,https://www.marriott.com/en-us/hotels/ilmal-aloft-wilmington-at-coastline-center/overview/,501 Nutt Street,Wilmington,NC,USA,28401,https://www.google.com/maps/search/?api=1&query=Aloft+Wilmington+at+Coastline+Center,,MARRIOTT,CHAIN,2022-02-01,https://cache.marriott.com/content/dam/marriott-renditions/AL/al-main-001-hor-pano.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=2280px:*,0,2022-03-12,34.241199,-77.951157,NULL
Austin Southpark Hotel,www.marriott.com,https://www.marriott.com/hotels/travel/austu-austin-southpark-hotel/,4140 Governors Row,Austin,TX,USA,78744,https://www.marriott.com/hotels/maps/travel/austu-austin-southpark-hotel/,,MARRIOTT,BUSINESS,2022-02-01,https://i.travelapi.com/hotels/1000000/10000/3200/3172/ecc21812_b.jpg,0,2022-03-12,30.214294,-97.751007,112066
avid hotel Detroit - Warren,www.ihg.com,https://www.ihg.com/avidhotels/hotels/us/en/warren/dttva/hoteldetail,11570 E. Eleven Mile Road,Warren,MI,USA,48089,"https://maps.google.com/?ll=42.4911252,-83.0080267",,IHG,CHAIN,2022-02-20,https://digital.ihg.com/is/image/ihg/avid-hotels-warren-6693675136-16x9,0,2022-03-12,42.491081,-83.008018,NULL
avid hotel Ft. Lauderdale Airport,www.ihg.com,https://www.ihg.com/avidhotels/hotels/us/en/dania-beach/flltb/hoteldetail,3001 SW 26th Terrace,Dania Beach,FL,USA,33312,https://www.ihg.com/avidhotels/hotels/us/en/dania-beach/flltb/hoteldetail/directions,,IHG,CHAIN,2022-02-01,https://digital.ihg.com/is/image/ihg/avid-hotels-dania-beach-6693636964-16x9,0,2022-03-12,26.084194,-80.176743,NULL
Candlewood Suites Columbia,www.ihg.com,https://www.ihg.com/candlewood/hotels/us/en/columbia/bnacb/hoteldetail,1530 Bear Creek Pike,Columbia,TN,USA,38401,https://www.ihg.com/candlewood/hotels/us/en/columbia/bnacb/hoteldetail#map-dir,,IHG,CHAIN,2021-12-01,"https://digital.ihg.com/is/image/ihg/candlewood-suites-columbia-6672285394-2x1?wid=2880&hei=1440&qlt=85,0&resMode=sharp2&op_usm=1.75,0.9,2,0",0,2022-03-12,35.642021,-86.901382,NULL
Courtyard Clearwater Beach Marina,www.marriott.com,https://www.marriott.com/hotels/travel/tpach-courtyard-clearwater-beach-marina/,455 East Shore Drive,Clearwater Beach,FL,USA,33767,https://www.marriott.com/hotels/maps/travel/tpach-courtyard-clearwater-beach-marina/,,MARRIOTT,BOUTIQUE,2022-01-01,https://cache.marriott.com/marriottassets/marriott/TPACH/tpach-waterfront-0873-hor-clsc.jpg?interpolation=progressive-bilinear&downsize=*:256px,0,2022-03-12,27.980225,-82.825325,NULL
Courtyard Fresno Clovis,www.marriott.com,https://www.marriott.com/hotels/travel/fatcc-courtyard-fresno-clovis/,1450 Shaw Avenue,Clovis,CA,USA,93611,https://www.marriott.com/hotels/maps/travel/fatcc-courtyard-fresno-clovis/,,MARRIOTT,CHAIN,2021-12-01,https://cache.marriott.com/marriottassets/marriott/CY/cy-6.5-bar-5411-hor-clsc.jpg?interpolation=progressive-bilinear&downsize=*:256px,0,2022-03-12,36.808029,-119.689369,NULL
Courtyard Greenville Mauldin,www.marriott.com,https://www.marriott.com/hotels/travel/gspcm-courtyard-greenville-mauldin/,100 Millport Circle,Greenville,SC,USA,29607,https://www.marriott.com/hotels/maps/travel/gspcm-courtyard-greenville-mauldin/,,MARRIOTT,CHAIN,2022-02-01,https://cache.marriott.com/marriottassets/marriott/CY/cy-main01-0001-hor-feat.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=1180px:*,0,2022-03-12,34.805454,-82.28437,NULL
Courtyard Houston Kemah,www.marriott.com,https://www.marriott.com/hotels/travel/houck-courtyard-houston-kemah/,805 Harris Avenue,Kemah,TX,USA,77565,https://www.marriott.com/hotels/maps/travel/houck-courtyard-houston-kemah/,,MARRIOTT,BUSINESS,2022-02-01,https://i.travelapi.com/hotels/4000000/3740000/3739000/3738919/35d29eb5_b.jpg,0,2022-03-12,29.541069,-95.018616,351702
Courtyard Houston Northeast,www.marriott.com,https://www.marriott.com/en-us/hotels/houco-courtyard-houston-northeast/overview/,120 N Redemption Square Rd,Houston,TX,USA,77044,https://www.google.com/maps/search/?api=1&query=Courtyard+Houston+Northeast,,MARRIOTT,BUSINESS,2022-02-01,https://cache.marriott.com/content/dam/marriott-renditions/CY/cy-main01-0001-hor-clsc.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=2280px:*,0,2022-03-12,29.920837,-95.203384,NULL
